CustomerID,FirstName,LastName,Email,PhoneNumber,City,JoinDate,TotalSpent
180391f0-9643-4174-8cf3-7d8ef472662d,Mary,Rivera,dan81@example.net,(451)313-0971x1486,South Stevenshire,2023-10-01,2999.15
aec6df29-fc13-4778-9df4-f75966b90121,Shawn,Woodward,rodriguezjasmine@example.org,(688)778-5377x72826,Port Loriburgh,2021-11-29,4014.57
7a59109f-4f54-4eae-b04b-f1c63f175ade,Karen,Collins,smithryan@example.com,(764)471-2867,North Markborough,2022-08-10,1144.44
98b2ae12-0885-49ea-a4b8-a99bc60395e6,Patricia,Mason,vbecker@example.net,+1-409-254-6829x334,North Jamesport,2024-11-20,4178.58
cf792839-462b-41ca-a621-dca98bd1e516,Brittany,Walton,devinramirez@example.org,614-707-3488x352,Lake Thomas,2023-04-30,4858.03
57cc065c-0aba-49c6-b108-fd9c57ccc151,Donald,Pierce,mlewis@example.org,001-584-925-4094,Mannfort,2023-09-26,1614.95
257213f9-404f-44a3-ae9e-17dc6e9e954a,Elizabeth,Klein,bryantdanielle@example.org,001-694-303-5690x217,Dennisberg,2021-08-21,2709.27
3d4fc9f0-23b1-4ecb-83f3-8343d6c963fd,Janet,Perez,blevinssheri@example.net,001-343-949-2554x9507,West Brianbury,2020-09-17,4771.31
82fe3d64-f77b-4249-a66a-fe49bd38f8b1,Johnathan,Black,brios@example.org,501-255-6526,Robertchester,2020-01-03,4208.63
833514d9-2497-43b6-b37e-c612c38402a1,Frank,Grant,graycynthia@example.net,445.598.7221x8189,Heathermouth,2024-05-07,506.55
9ba912fa-dbbf-40d1-b188-9998b2a04d81,Timothy,Hull,geraldsmith@example.net,972-732-3065x09994,Phelpsmouth,2020-05-08,2285.46
a671ca27-8005-4709-93b3-243a383fd4ac,Cassidy,Navarro,deniseolson@example.com,988-486-7209x876,Smithburgh,2023-08-25,3456.12
ee2743af-edae-46f5-83b0-2c308577cad7,James,Holmes,jonesamy@example.org,681-946-2351x9377,Oliviamouth,2023-04-17,4054.97
bda4463e-9f37-4e58-bbcf-9a144747d79c,Kerry,Anderson,curtis57@example.net,668.315.0184x31017,Marcusborough,2022-09-16,2850.47
2f571ecd-76ba-4e52-b679-c423f012457a,Mark,Ross,connietaylor@example.org,001-808-463-7847x564,Contreraston,2024-09-13,4230.39
299f3bd8-3d9c-4267-b3e1-63d244b3acad,Linda,Ramirez,hboyd@example.org,+1-996-219-7275x2485,Lake Thomasland,2023-05-02,921.12
47423501-92be-4a87-a4d2-bcea2bc61566,Robert,Schmidt,patrickking@example.com,(921)453-3210x731,Crystalside,2021-04-02,2801.11
397298b6-0bcc-4cef-8d99-a9579cd88d36,Robert,Holloway,rachel24@example.com,+1-967-874-3194,Lynnton,2024-06-01,4222.23
254d7efa-d296-4a21-a433-9acd0924452e,Frank,Ryan,christopher62@example.net,930.488.5045x23718,New Katherineport,2023-10-31,1832.41
91dab81f-8a3d-443b-8eda-17e7b9a53223,Natalie,Simon,rholt@example.net,001-459-885-6262x7469,Port Danielmouth,2021-11-13,246.91
eef8ab13-ac0f-4942-9311-a9a7a07acd33,Michael,West,xchavez@example.org,883-337-6313,Port Matthewland,2022-01-30,304.51
58694dca-fd02-4b11-a5bc-3baa995d2c67,Kathleen,Mcdonald,qmartinez@example.com,(443)540-0748,Caitlinfort,2020-03-13,2237.55
39c57349-3038-4a45-9ff5-e2a59023648a,Vincent,Luna,ashley79@example.com,829.294.5769x39562,South Joshua,2023-07-27,3789.37
1fe7e6d0-3b4e-476a-bca5-cd09a12eb9d4,Melanie,Gonzalez,adamsjulia@example.org,997.521.2976x26197,Christinahaven,2021-04-26,2229.85
c8a59c91-7340-4b46-b3ec-2a762c4faf35,John,Henderson,shepherdashley@example.org,5223124840,Meghanside,2021-08-14,4132.25
a77d55f5-463e-4ea6-a4e6-bbecdfebfd98,Carl,Quinn,richard12@example.org,654-820-8538,South Richardmouth,2021-03-05,3122.75
4e5ed1fb-d61c-4ecd-8536-aa857db03b46,Pamela,Smith,franklong@example.com,8622690801,Lake Richard,2023-09-29,198.87
c63bfee7-f70a-47b3-8649-940bc7edc0c4,Melissa,Baker,hollydean@example.com,(633)885-5226x546,Elizabethmouth,2024-08-05,2800.57
9cfd883a-4367-4564-b2ef-32d2666522f7,Matthew,Dawson,randrews@example.net,351-895-9361,East Catherineberg,2020-04-08,1309.38
82617d98-910f-4fd7-8fd5-ba423ff606c2,Victoria,Myers,hernandezcathy@example.net,965.823.7279x11434,Maryshire,2020-07-07,4021.86
3a053ac3-d530-42bb-94cc-7743d41e9317,Shane,Reyes,macdonaldchristopher@example.com,6439272951,Rachelville,2021-06-02,893.01
1d9d0f8f-a4cc-4cb9-b28e-822430b8afeb,Michael,Reed,richard75@example.com,+1-919-262-9499x80488,New Daniel,2021-11-09,362.13
ac4d76b6-2bb8-4e3e-b8a2-cfd60437a2f8,Rhonda,Williams,normandarren@example.com,393.902.3475x9929,West Anthonyburgh,2023-02-11,1478.38
4d35ea72-7b84-49bd-8fad-79c38a651723,Toni,White,adrianlyons@example.net,001-609-432-8150,East Steven,2022-07-06,2903.7
840bc215-b3c8-463f-822b-d4c633a74085,Kimberly,Shields,morrowgina@example.com,(674)429-8343,Charlesmouth,2022-12-14,4996.04
3d858381-f1a5-4b88-b485-2fffa8d72f81,Nicholas,Lynch,ubray@example.net,888.592.1399x379,Walkerfort,2022-07-07,1376.31
10a38e57-b3dd-4323-ad3d-005c7372b495,Catherine,Diaz,lauren24@example.com,745-394-1951,New Sarahport,2024-05-08,930.43
79d28e42-0007-4179-9e81-420071bd6ee5,Christopher,White,heidi29@example.org,+1-526-714-3948x542,Lake Charles,2023-03-31,2880.52
a0547f3c-e219-4155-83fd-888771998590,Stephen,Cruz,davidburns@example.com,+1-310-724-2228x19040,Wolfhaven,2022-05-30,3318.52
67f374c0-360b-42c9-a514-2fb0015042ec,Ronald,Mcdowell,williamstracy@example.org,316.485.1938x48890,Port Katherine,2020-04-15,4829.4
62736ffc-685b-4895-96ed-9e1354f56f9d,Chelsea,Poole,markhenderson@example.com,+1-800-948-1365x78034,Port Daniel,2022-02-10,1668.37
01a0bc61-5f38-48ee-84f1-e9c0b444e2f3,Chase,Mclaughlin,crawforddouglas@example.com,001-786-561-3132,South Paul,2024-04-16,2194.99
2adc50d0-f1bd-47e0-89a8-e061067e54d0,Katherine,Allen,emoore@example.com,7676770774,North Chrishaven,2024-08-31,1504.42
866106e7-245d-4978-8824-de909c33dcdc,Philip,Ryan,kjohnson@example.com,859-396-0943,South Taylor,2023-06-07,331.36
e3f40752-e5d4-442a-9851-e356dd1f67a4,Cassandra,Wiggins,leonard90@example.org,312-910-3238x0470,West Morgan,2023-05-28,1726.14
f2d63f97-17de-4de7-8ac9-c541aa5021c6,Madeline,Lewis,jward@example.net,001-259-738-7080x01759,South Scott,2020-08-08,2825.65
ff65c488-dd96-4bca-bde7-5ea24f605486,Kristy,Sullivan,anthony88@example.org,5805531042,Baileymouth,2024-05-17,4258.4
d4bd97b5-9363-4c4c-be62-04189e397a5d,Jessica,Schneider,robinsondevon@example.com,(605)323-3146,Adamsshire,2021-09-19,1496.2
f61019b7-9a14-4e77-a6d7-a66b02ac6f3a,Michelle,Johnson,andrea44@example.com,615-347-4674,New Martin,2020-10-22,537.48
1e325980-cbbc-443b-b70a-01c38ff69d3c,Cynthia,Welch,jennifernash@example.com,001-607-859-8780x265,Johnmouth,2021-07-19,3374.34
18fc4089-d6c4-41ff-913a-a5e51e46a2e1,Brittany,Hughes,whitecameron@example.net,001-758-467-6203,South Shelleyfurt,2022-04-13,271.71
83f6656c-548a-4b8a-8423-90139817947d,Stacey,Harrison,jenniferwilliams@example.com,(320)961-1601x9936,South Travis,2020-09-14,1339.76
8c5edcbc-10f7-4cfc-b560-478f2dc75be5,Travis,Roberts,cwright@example.net,471-518-1656x091,Port Andrewfurt,2022-10-03,3908.35
9612c741-2a21-478a-8394-fce7999401a8,Sandra,Baker,ngallagher@example.org,958-639-8582x3730,Connieport,2022-12-15,1897.59
8c8af01e-60e9-4114-bf24-975e7ed73bb8,Jason,Williams,erica10@example.net,974.362.5563,Timothyshire,2021-07-04,1364.35
d504ae05-9efe-48fb-80d4-b5493cb45337,Ryan,Mcdonald,vhuffman@example.net,(536)639-5421,West Christopher,2023-10-20,345.27
aee0acf8-64cb-4635-a363-cfaead7cd52c,Michael,Hernandez,pmckinney@example.com,525.687.9988x9894,Bishopport,2021-04-03,3806.71
2dda7e80-c0fb-4590-9af9-a98cac610f80,Patrick,Webster,robertochristensen@example.com,(403)515-1143,South Lawrenceburgh,2024-11-01,4996.91
115dd98c-2186-407d-87ca-3bf9a6b685e3,Catherine,Salazar,hvargas@example.com,298.465.7260x1941,Paulburgh,2023-09-23,664.43
035aac0c-571e-4c64-93cc-af6813db8bb7,Christine,Baldwin,jamesnavarro@example.org,(276)479-0961x3740,East Dawn,2021-06-29,3823.45
314857e0-b3eb-4592-976f-ba4cb0c5f10a,Katie,Palmer,vhill@example.com,863.911.0276,Estradaport,2021-12-02,3075.0
0ca6de97-f187-4ae2-96be-121b533c91d9,Craig,Paul,pecksteven@example.net,557-736-8495x435,East Cody,2024-05-31,2962.61
1c9520eb-9cc3-4363-81e8-edf9849a9652,Beth,Smith,ryan89@example.net,+1-714-437-8606,North Morgan,2021-02-27,2555.23
c324be2c-a9c7-4cc5-9431-676924cd847e,Christopher,Shepard,cmiller@example.net,+1-341-411-8030x96764,Gainesview,2023-01-14,858.55
fc96ff07-dfd0-4baf-97de-08d521f9abe8,Gregory,Becker,anna30@example.com,564.514.5597x7877,Mejiatown,2021-08-23,4551.62
61e33722-f210-41aa-81e4-97094d9018f2,Scott,Bishop,david19@example.com,(864)946-7254x051,East Chad,2022-03-23,1570.99
a6fbaea6-6365-4276-9b51-59c93e8a24e2,Kim,Robertson,brendatucker@example.org,(834)382-1428,South Carla,2020-10-21,539.47
d88cd5af-4987-4385-a590-57b82bc825cd,Kaitlyn,Olsen,colliersarah@example.com,836.391.5424,New Davidville,2024-12-11,3575.06
e0eafa98-b180-47b6-8c3a-74f22555441c,Wayne,Shepard,adamcoleman@example.net,(365)540-5350x5872,Hamiltonton,2021-01-02,2682.27
41846c6d-a031-4cab-a474-b97a485a46ba,George,Rivas,woodstephanie@example.com,+1-244-514-1871,New Kristy,2023-11-09,1425.85
82d68337-540e-42bf-b225-aa04c994a463,James,Chang,qmiller@example.org,708-419-0406,Jacquelinefort,2021-11-14,2971.25
cae19f65-08bf-455e-b1aa-7310226a374b,Jennifer,Perez,websterdavid@example.net,+1-218-928-1591x1561,Perezchester,2021-04-20,4625.64
9863652f-fc05-4abe-bc64-e5e5d089279e,Bobby,Massey,jennifercarlson@example.net,883.892.1476,Howellshire,2024-04-24,2051.43
4e0e06de-b4ac-414d-b3ca-a3d966c4c5d7,Isaac,Phelps,santanadavid@example.com,445-869-1006,Port Jenniferburgh,2022-05-19,205.61
3c004e0c-fbc7-47fc-adf7-21c9b93860e5,Stephanie,Reeves,erikaharris@example.net,001-846-856-6738x029,North Angela,2024-01-20,3524.33
38d0c60a-278e-4d42-9f44-696dcade6e2a,Scott,Johnson,smithjeffrey@example.net,813-406-6348x3625,North Johnhaven,2020-07-01,2072.25
8899134d-e411-4c9c-bac8-f6dd4f6f44ed,Christopher,Rhodes,andrea44@example.org,5394283614,East Ryan,2021-10-09,4390.32
4ae63a50-9b30-4819-bcbf-27526caf101c,Tracy,Bell,stevenallen@example.net,(918)206-5478x560,North Karenshire,2021-01-21,3006.7
418524c2-a58d-48a9-a778-4e7b6d758684,Juan,Clark,joshua64@example.org,(594)791-1867x440,West Heather,2021-09-03,4520.15
28c6c204-0d29-4e04-8b76-822c84c83c4a,Hannah,Collins,jean44@example.net,001-830-657-1587x488,West Mercedes,2024-11-05,283.15
10bfae2d-df0d-4b45-868c-5ee788a1c123,Julia,Collins,christopherclark@example.net,567.844.0688,Port Kathleenchester,2021-03-25,4953.31
97b12d59-bd4c-41d0-bfb7-656d99fc5684,Karen,Long,wdyer@example.com,001-311-596-3504,Katherinebury,2021-12-07,4484.21
400abd6c-32cc-46b6-9fc0-68eb94680091,Tracy,Hahn,rodriguezhannah@example.com,407.565.3137x17354,East Brandymouth,2020-10-14,1876.73
6527b237-9d6b-40c1-91eb-2f46e0b24a8b,Jennifer,Clark,lisa04@example.org,001-375-706-0387,Marshallside,2020-10-23,2321.62
2449e953-3480-41b6-88a1-834442e50973,Mitchell,Lee,kimberlywilkins@example.org,449.217.4205x71414,Lake Matthewstad,2024-11-16,326.56
f1aadd82-8fcf-4f5f-8b2d-4b566b1b6976,Tricia,Herring,amyhopkins@example.org,800-893-4021x178,North Timothyton,2022-04-16,1576.95
55e77dc5-b24c-4a38-aec0-e60f22236d0e,Robert,Carney,williamsryan@example.com,341.364.1216,North Raymond,2022-08-06,1814.4
06566393-f446-433d-bf84-1f2e6584240e,Justin,Benton,sarahmelton@example.net,001-243-578-8571x34839,East Martinstad,2021-10-15,4519.1
99178e38-e692-485b-9806-37bfb17fc122,Donna,Fischer,ohess@example.org,672.260.3009x31889,South Monicaberg,2021-04-19,3025.1
f8132976-296c-49ec-90e2-11a0e70f8fa3,Christopher,Thomas,jturner@example.com,(834)925-0034,West Kimberlyshire,2021-01-22,1460.64
ee7624fb-3631-47db-8573-3cfd86530a34,Bailey,Smith,awhitehead@example.org,001-388-855-4156x060,Ruizstad,2024-06-15,592.82
ad25efe7-34e6-4623-9ad4-5e61e15309be,Catherine,Vega,kingmichelle@example.org,834-839-1698,Stephenshaven,2020-06-22,2274.77
ea99299b-49f2-49f7-aa70-33b35a080c9a,Joshua,Garcia,devin14@example.net,001-905-531-9022,West Timothyfort,2022-10-13,2466.33
99e684ee-c381-449e-835b-1b0f01457659,Heather,Smith,stephanieashley@example.com,+1-577-684-9712x594,Carlside,2021-07-21,4239.0
f4746b31-62de-4f25-9915-9f3569645c25,Luis,Thomas,landerson@example.com,001-953-661-6892x67223,South Katelynhaven,2023-10-12,4205.16
7b0c1117-6913-4299-a2e4-fdc663306c04,Jill,Marquez,hroberts@example.net,(834)838-8211x1174,Joelport,2022-09-09,1225.41
92e34bca-8049-4cc7-866f-147fd78ec57c,Susan,Wagner,elizabethmcdonald@example.net,(310)504-2547x8199,South Tiffanyland,2022-04-04,1388.35
ee582ea7-9b1e-4c0c-9f78-e647f92ed197,Pamela,Allen,robinsonshannon@example.org,001-807-209-7472x4630,Port Christineland,2022-06-01,4998.87
d00793ca-a6f3-4545-b8a9-126ccbdc9b67,Kelly,Townsend,danielsleroy@example.net,255-275-0879,Harristown,2021-01-09,2750.85
830782c3-6c88-4b25-af67-60ca00e93a5a,Barry,Robertson,matthew65@example.com,001-302-957-5919x8548,Port Douglasfort,2020-07-07,3279.91
8f34231a-ddca-4ce6-855f-50a449a332a7,Mikayla,Williams,fadkins@example.org,(802)448-6076,North Wendy,2020-06-08,2921.41
2ee893e3-a322-45ce-a945-3477978f96cc,Nicholas,Fisher,harveystephanie@example.net,5537915843,New Cristina,2021-11-04,4503.36
f3010031-1b90-4e1a-a6ec-dcd9512b05eb,Scott,Young,lopezapril@example.org,001-342-658-8744x1837,Port Allison,2022-06-17,3571.92
7a1aea85-1f99-4c83-8d1e-9f856e4fce1b,Shaun,Garza,sara86@example.com,802.711.8592x431,Smithmouth,2022-09-09,3860.57
1980d061-8753-47e0-8faa-cbf23638cd59,Julie,Lopez,taylorrenee@example.org,644.326.0564,East Joshuamouth,2024-06-22,3760.9
18c85b0e-ef69-40b0-9e12-74b8ac5ade58,Brenda,Jones,jeff78@example.org,537.578.6502x243,Port Sharon,2023-08-05,1293.45
9b1ddef6-4607-4079-b8e3-2fd5ce1132ff,Joshua,Cobb,williamscalvin@example.com,001-411-964-5114x863,East Sheilafurt,2023-07-03,4470.65
4e20d2e5-c70f-4e07-ba54-ff9b0bbc7675,Stephen,Wiley,mcmahonamy@example.net,8409836849,Lake Kevin,2024-04-11,3525.95
b8a94162-24b9-4531-9705-9545f5c288f7,Laurie,Reese,zachary53@example.com,(672)793-4822x10099,Shannonside,2021-08-17,1486.16
53d969a9-7772-4923-a9ac-cd0644b11120,Travis,Lowe,campbellkenneth@example.net,001-505-391-7804x0469,West Stephen,2022-04-03,3062.26
e00172b2-63da-4bcd-a445-9aba77d9152f,Melissa,Miller,walkerjade@example.net,622-430-6487x9678,Howardville,2021-07-07,1266.1
a9d447ff-4b16-4bde-a42e-8360c6245277,Aaron,Smith,leedavid@example.org,(776)751-8282,Michaelburgh,2023-04-03,3181.6
49b3ffd1-82ed-4a77-bb2d-19ba77f07c45,Jennifer,Sanders,matthew99@example.com,+1-667-430-0168x56314,Figueroafort,2023-07-08,4887.05
f695fe2c-830e-4dcd-98ee-212745cfa7ab,Jennifer,Bishop,nicole70@example.com,001-332-222-0179,Gardnerchester,2023-01-18,3683.62
03ccb6e5-562d-4d43-82c1-3b744267b6f2,Christian,Brown,andersongary@example.com,665-648-5975x23785,Charlesborough,2022-05-26,1748.44
59c01125-1ca4-401f-8351-0fba8a91a266,Barbara,Berry,sharon00@example.com,569.470.0513x86464,Moralesport,2024-05-24,2429.94
66e42769-d26a-48d4-91f1-7a0728100d5c,Miguel,Fuller,jacquelinesims@example.org,490.814.2895,Pricebury,2020-02-17,4540.19
9da2c370-ffdf-4dfc-973a-23bdc1f9d3a8,Amber,Daniel,operkins@example.net,(810)389-2128,Lisaton,2020-06-11,2087.4
900516f1-aa95-497c-a6e2-354b46e6f101,Angela,Gonzalez,sandraadams@example.org,+1-886-288-6257,Lake Lauraland,2023-12-01,3763.97
a722b037-a323-48f8-8048-f35488d66745,William,Vance,zramsey@example.com,8679474928,Lake Dawn,2022-07-26,1535.17
9f4de8d9-6e39-4c65-a426-686f6020da6a,Jennifer,Brown,jacobmcclure@example.org,001-927-759-0974x3338,Shelbymouth,2020-04-20,1904.15
6fbbcc3b-95a9-4c6e-aff4-9744d0c6842c,Scott,White,qedwards@example.com,(277)838-9773x092,Johnsontown,2023-09-12,3932.86
d0743601-f968-47c5-a761-0d0457206955,Kelly,Rose,christopher86@example.net,849.828.3310,Katherineport,2022-08-27,127.13
32fb3d1a-979e-423d-ba02-a0b08f22f9a2,Michael,Ellis,keithhall@example.com,001-887-506-3490x3709,Port Stevenport,2021-05-20,488.81
748c6914-0fab-46e0-939c-3264bc4ad53f,Alicia,Martin,amy42@example.net,(639)706-7879,North Chelsea,2022-04-21,2831.34
532a093e-a78a-4b81-9526-c8e527f00eff,Lauren,Torres,teresa31@example.com,(528)707-5169x93181,Marilynstad,2023-06-15,2097.68
b934d9c8-8467-47d7-8a2d-38fb26ab4236,Paul,Johnson,joseph55@example.com,682-682-8862,West Carla,2024-02-10,3409.2
49a947f3-cde8-459d-9e3f-8743e79412eb,Nancy,Lewis,rodney17@example.org,6148125264,South Emily,2020-11-13,2042.32
18ff5da3-250e-45b2-809e-d858f80dbbb7,Jennifer,Matthews,richardsclinton@example.org,(285)340-6460x06903,Simsburgh,2023-08-25,2148.58
979aba6b-f9cc-461d-89cc-3354bde08095,Natalie,Cantrell,jamesbrennan@example.net,001-564-600-3318x300,South Lisaport,2020-10-06,3529.78
0395d9e0-e65c-46c8-bd16-af696d4b1a85,Denise,Gregory,josephjames@example.org,847-977-8162x573,Rachelfurt,2020-01-20,155.73
563b4237-87fb-4a7b-a882-dc45a8ef3251,Kyle,West,deanna22@example.net,461-624-2853,Simpsonburgh,2023-01-30,1251.34
f4fc31e0-21c3-4132-bf60-46e4bdcdca42,Amber,White,jacksonmargaret@example.org,863.639.4827,North Anthonyfort,2023-01-24,2191.39
8da315fb-84e0-447f-85dd-2088f40179a9,Derek,Adams,lopeztaylor@example.net,395.518.9153x81403,South Elizabethberg,2020-06-01,1085.83
44864ae3-8a34-4d7e-a738-490baaf13d81,Angela,Adams,ricky02@example.net,001-501-975-3035x733,Dianetown,2024-02-12,4004.4
c213a492-e482-4649-af92-c7cd3bdbed93,Nathan,Ramirez,hoodmarie@example.net,+1-227-627-4780x928,North David,2024-12-09,1967.91
a5265e09-c7d0-47ad-8c9b-18a380808c7d,Ellen,Duncan,williamsricky@example.com,+1-721-722-9957x378,Gonzalezmouth,2024-02-06,3847.67
689635ff-e153-49d0-b68e-d852d6577162,Michael,Pena,vdeleon@example.net,877-591-0040,Nicholasport,2024-02-05,3286.89
6f8d82ee-711d-4d3b-a488-e6b7c071bc99,Cindy,Cherry,donnalee@example.com,+1-901-228-6580x981,Pierceside,2024-10-29,3534.67
cbc57ae3-1cd6-456f-8bd3-ab7ca72685a0,Craig,Taylor,bowmanjose@example.net,787-639-0152,East Markstad,2023-06-11,1891.36
43deac6e-3e76-4360-b844-e1c965519244,Hailey,Long,freemanjason@example.org,(338)511-3070x051,West Gabrielton,2021-11-03,2600.57
9770b3ff-8d08-4b9e-a1b5-ac849dc99de5,Kelsey,Taylor,cody98@example.com,309.812.4986x280,East Richard,2023-07-09,3376.48
6c472de8-33d2-45a2-b12d-b23ba38dfbaa,Jessica,Thomas,annettejensen@example.org,234.819.6446x4841,Reedmouth,2022-09-24,2146.54
c6510ffe-1e4e-425d-8eb4-504102af6b74,Michelle,Lopez,richardjohnson@example.org,822.290.0688,Port William,2020-06-01,192.7
1cc01213-6911-4b14-a9c9-529546b24e10,Nathan,Campbell,halltimothy@example.com,418.738.3484,Andrewport,2020-12-15,2907.79
cde73da6-acd9-47a9-8527-8e6d3bdb5796,Gina,Paul,ijones@example.net,342-705-5322x9169,West Mary,2023-07-13,1712.35
12fef4b7-e0c7-4e84-a629-33d06eb66729,Brittany,Bradley,jennifershea@example.net,+1-803-922-9659x888,Carterport,2021-02-01,4872.17
d1a4c47b-9604-460b-bd2d-7cbaf94b4f15,Michelle,Bryant,ryan62@example.com,735.208.2597x22877,North Melissamouth,2020-12-07,1242.79
22accc11-176c-4a69-92c7-81f0c63bdc6b,Jenny,Walters,zcobb@example.com,815.601.4732x199,North Steven,2024-07-26,2314.95
131a45d1-77cb-447b-9d67-e48b1de73b17,Michael,Foster,johnsonjesus@example.com,001-617-511-4868x77975,Lake Sallyland,2021-12-14,145.74
3913d0bb-3dd3-4d8a-969f-f74abc921483,Bradley,Terry,medinaanne@example.net,203.932.2367x890,Mikeberg,2022-04-02,3454.85
e955acac-f3d6-4375-9cac-c3ccc9493d5c,Juan,Sandoval,michael95@example.org,599-572-1248x052,South Nicholas,2022-03-29,2861.27
329541d4-fac7-4fb4-ab2a-14fe3ef6c8e7,Jennifer,Smith,scottrivas@example.com,(443)839-7449x807,Wallacebury,2021-08-23,1645.73
77c9acba-59c5-4d29-8064-e02c0621d0c3,Maria,Hunt,jpatterson@example.com,001-912-711-4418x9785,Danielschester,2022-06-30,2875.4
b8b2fd1d-1144-4cde-9fe2-aace3b861779,Troy,Moore,ferrellpatricia@example.net,001-617-497-6611,Rubenburgh,2023-11-14,3520.73
00379333-5b9e-428d-a480-a8b252469d7f,Ana,Stewart,gregoryatkinson@example.com,001-735-410-4963x90514,Port Madelineton,2024-05-30,1516.1
11d2a6d5-83f4-43bf-85e9-99a96912043b,Amanda,Harris,johnswanson@example.net,266.892.7621x218,Port Thomas,2023-07-16,162.19
49148160-5ce1-4da0-ac88-52ec2f213b56,Daniel,Bradshaw,selenasmith@example.com,772.921.4021x407,Laurenmouth,2022-05-11,2812.35
ca29c0e2-7f32-4f96-8559-069999e202b4,Tina,Johnson,brian59@example.net,001-370-615-8592x440,Lake Kendramouth,2023-09-21,2040.0
a1b3e80e-45c7-4123-a9cb-f25f58e90425,Amy,Lee,lisamiller@example.net,505-962-9443x1416,Richardtown,2022-08-28,2337.0
7200eac2-d250-455a-b12f-a7911dd33ed1,Thomas,Bates,bonnie23@example.com,864-427-2937,Reneeborough,2020-05-23,2121.55
afdf8387-ebe3-4b36-950f-2c58bccbd0b6,Charles,Shaw,fmeyer@example.org,556.239.4923x2375,Vaughanchester,2022-10-28,2264.22
6571f78c-94e2-47ee-a6fe-6797fc559be2,Jeff,Schwartz,beasleysamuel@example.org,550-694-6688,Mitchellbury,2021-09-03,261.5
af62b390-9a78-492d-979c-b1afd78a06ec,Kenneth,Young,dale56@example.com,+1-918-823-2848,East Cherylfort,2022-03-10,4299.09
aab1ef1f-9da8-4bfb-8747-c42c558c85e4,Julie,Watson,zmills@example.com,(487)289-0550,East Julie,2022-11-04,4018.04
ce401173-6baf-4cd4-b59d-23f6e2230db5,Ryan,Miller,brooksadam@example.com,001-929-847-6946x6731,South Johnville,2024-03-14,3256.82
bf91fcb9-7499-484f-90f9-528bee5f6e01,Nancy,Gates,virginia36@example.com,+1-522-701-3266x47534,Vanessafurt,2021-11-15,3283.51
4d2c7a74-8303-44b2-b2be-779c4752eec0,Joshua,Hall,hollycarrillo@example.org,001-962-493-0116x476,Jeanfort,2020-10-14,1983.85
94cb62c0-c380-428e-8886-3cc3e03d44fc,Erika,Bates,megan16@example.com,(543)859-2461x925,East Barbaraberg,2022-07-10,3381.66
5b9f7085-3885-4c38-a8c4-1e5044233575,James,Parker,youngjonathan@example.net,(569)237-5451,New Ronaldland,2021-02-23,2572.21
c41c5667-0505-4290-8be0-05d3eb02714b,Joshua,Scott,john01@example.org,+1-553-878-1175x6544,West Heather,2022-10-21,3954.02
aa6d5474-3d7f-47df-a517-03f1c66a7050,Sara,Jones,zharris@example.com,001-208-756-8826x21431,Huangside,2024-01-23,1107.08
b2e01d68-ac37-4bca-9ad5-0a84b4f22178,Scott,Calderon,daniel98@example.net,001-861-328-1956,West Heatherside,2020-03-22,2849.79
ccb2c611-6ab5-44ca-b77d-7460e97c453d,Jason,Cherry,kimberlysimon@example.org,(564)926-2585,Hannahfort,2023-07-06,4871.86
